,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
197,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,DF
198,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,2,Sunderland,Connor McLaughlin,19633.00,6.30,70.00,1.00,0.00,,0.00,0.00,0.00,5.00,0.00,31.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,0.00,Rotherham Utd 17/09/2019,DF
199,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,2,Sunderland,Connor McLaughlin,19633.00,6.80,45.00,0.00,0.00,,0.00,0.00,0.00,17.00,2.00,68.00,0.00,0.00,1.00,0.00,0.00,3.00,3.00,2.00,2.00,1.00,0.00,0.00,0.00,Bolton 21/09/2019,DF
200,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,2,Sunderland,Connor McLaughlin,19633.00,7.30,90.00,0.00,0.00,,0.00,1.00,0.00,37.00,2.00,78.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,MK Dons 28/09/2019,DF
201,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,2,Sunderland,Connor McLaughlin,19633.00,6.40,90.00,1.00,0.00,,0.00,0.00,0.00,30.00,0.00,60.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,Lincoln City 05/10/2019,DF
202,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,2,Sunderland,Connor McLaughlin,19633.00,7.00,89.00,0.00,0.00,,0.00,0.00,0.00,21.00,1.00,63.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Gillingham 07/12/2019,DF
203,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,DF
204,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,DF
205,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,DF
206,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,DF
207,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,2,Sunderland,Connor McLaughlin,19633.00,7.10,90.00,1.00,0.00,,0.00,0.00,0.00,19.00,1.00,48.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,Wycombe 19/10/2019,DF
208,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,2,Sunderland,Connor McLaughlin,19633.00,6.90,18.00,0.00,0.00,,0.00,0.00,0.00,8.00,0.00,72.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Tranmere Rovers 22/10/2019,DF
209,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,DF
210,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,2,Sunderland,Connor McLaughlin,19633.00,7.10,90.00,2.00,1.00,,0.00,0.00,0.00,53.00,4.00,75.00,0.00,0.00,1.00,0.00,0.00,4.00,2.00,2.00,2.00,3.00,0.00,1.00,0.00,Southend United 02/11/2019,DF
211,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,DF
212,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,2,Sunderland,Connor McLaughlin,19633.00,6.70,71.00,1.00,0.00,,0.00,0.00,0.00,25.00,1.00,67.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,Burton Albion 26/11/2019,DF
213,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,DF
214,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,DF
215,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,DF
216,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,DF
217,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,DF
218,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,DF
219,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,DF
220,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,DF
221,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 01/02/2020,DF
222,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,2,Sunderland,Connor McLaughlin,19633.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,DF
223,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,,Sunderland,Connor McLaughlin,19633.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 11/02/2020,DF
224,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,33,Sunderland,Denver Hume,19888.00,6.20,45.00,0.00,0.00,,0.00,0.00,0.00,8.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,Ipswich Town 10/08/2019,DF
225,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,33,Sunderland,Denver Hume,19888.00,6.50,8.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Portsmouth 17/08/2019,DF
226,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Denver Hume,19888.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,DF
227,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,33,Sunderland,Denver Hume,19888.00,6.90,90.00,0.00,0.00,,0.00,0.00,0.00,43.00,1.00,76.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,AFC Wimbledon 24/08/2019,DF
228,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Denver Hume,19888.00,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,DF
229,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,33,Sunderland,Denver Hume,19888.00,6.70,90.00,0.00,0.00,,0.00,1.00,0.00,30.00,1.00,58.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,Acc'ton Stanley 14/09/2019,DF
230,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,33,Sunderland,Denver Hume,19888.00,6.20,90.00,0.00,0.00,,0.00,0.00,0.00,14.00,0.00,48.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,Rotherham Utd 17/09/2019,DF
231,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,33,Sunderland,Denver Hume,19888.00,6.30,45.00,0.00,0.00,,0.00,0.00,0.00,9.00,1.00,45.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,2.00,0.00,1.00,0.00,1.00,0.00,Bolton 21/09/2019,DF
232,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,33,Sunderland,Denver Hume,19888.00,6.80,26.00,0.00,0.00,,0.00,0.00,0.00,6.00,0.00,60.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,MK Dons 28/09/2019,DF
233,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Denver Hume,19888.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,DF
234,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Denver Hume,19888.00,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,DF
235,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,33,Sunderland,Denver Hume,19888.00,6.80,90.00,0.00,0.00,,0.00,0.00,0.00,18.00,2.00,66.00,1.00,2.00,1.00,0.00,0.00,3.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,MK Dons 18/01/2020,DF
236,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,33,Sunderland,Denver Hume,19888.00,6.70,65.00,0.00,0.00,,0.00,0.00,0.00,11.00,1.00,44.00,0.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Fleetwood Town 25/02/2020,DF
237,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,33,Sunderland,Denver Hume,19888.00,6.30,90.00,1.00,0.00,,0.00,0.00,0.00,14.00,1.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Bristol Rovers 22/02/2020,DF
238,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,33,Sunderland,Denver Hume,19888.00,6.70,90.00,1.00,0.00,,0.00,0.00,0.00,11.00,1.00,61.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,Oxford United 15/02/2020,DF
239,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,33,Sunderland,Denver Hume,19888.00,6.80,90.00,1.00,0.00,,0.00,0.00,0.00,18.00,0.00,66.00,2.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,Wycombe 19/10/2019,DF
240,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,33,Sunderland,Denver Hume,19888.00,7.10,90.00,0.00,0.00,,0.00,0.00,0.00,23.00,0.00,60.00,5.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,Tranmere Rovers 22/10/2019,DF
241,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,33,Sunderland,Denver Hume,19888.00,6.80,90.00,0.00,0.00,,0.00,0.00,0.00,34.00,1.00,61.00,2.00,0.00,0.00,0.00,0.00,8.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,Shrewsbury 26/10/2019,DF
242,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,33,Sunderland,Denver Hume,19888.00,8.30,90.00,1.00,0.00,,0.00,1.00,0.00,42.00,4.00,85.00,0.00,1.00,1.00,0.00,0.00,3.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,Southend United 02/11/2019,DF
243,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,33,Sunderland,Denver Hume,19888.00,6.00,90.00,0.00,0.00,,0.00,0.00,0.00,35.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,Coventry City 23/11/2019,DF
244,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,33,Sunderland,Denver Hume,19888.00,6.40,90.00,0.00,0.00,,0.00,0.00,0.00,29.00,1.00,65.00,1.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,Burton Albion 26/11/2019,DF
245,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,33,Sunderland,Denver Hume,19888.00,6.70,90.00,1.00,1.00,,0.00,0.00,0.00,20.00,1.00,71.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,Blackpool 14/12/2019,DF
246,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,33,Sunderland,Denver Hume,19888.00,6.90,90.00,2.00,0.00,,0.00,0.00,0.00,25.00,3.00,73.00,1.00,0.00,1.00,0.00,0.00,4.00,3.00,3.00,4.00,1.00,0.00,1.00,0.00,Bolton 26/12/2019,DF
247,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,33,Sunderland,Denver Hume,19888.00,6.60,90.00,2.00,0.00,,0.00,0.00,0.00,22.00,2.00,61.00,1.00,0.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,Fleetwood Town 01/01/2020,DF
248,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,33,Sunderland,Denver Hume,19888.00,6.40,90.00,0.00,0.00,,0.00,1.00,0.00,18.00,1.00,64.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,Doncaster 29/12/2019,DF
249,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,33,Sunderland,Denver Hume,19888.00,6.70,90.00,1.00,0.00,,0.00,0.00,0.00,25.00,2.00,78.00,1.00,0.00,1.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,Lincoln City 04/01/2020,DF
250,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,33,Sunderland,Denver Hume,19888.00,7.00,90.00,2.00,1.00,,0.00,0.00,1.00,18.00,0.00,62.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,Wycombe 11/01/2020,DF
251,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,33,Sunderland,Denver Hume,19888.00,6.80,90.00,0.00,0.00,,0.00,0.00,0.00,39.00,0.00,81.00,0.00,0.00,2.00,0.00,0.00,3.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,Doncaster 24/01/2020,DF
252,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,33,Sunderland,Denver Hume,19888.00,6.80,90.00,0.00,0.00,,0.00,0.00,0.00,13.00,1.00,76.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Tranmere Rovers 29/01/2020,DF
253,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,33,Sunderland,Denver Hume,19888.00,6.10,69.00,0.00,0.00,,0.00,0.00,0.00,12.00,1.00,54.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Portsmouth 01/02/2020,DF
254,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,33,Sunderland,Denver Hume,19888.00,7.20,79.00,2.00,0.00,,0.00,0.00,0.00,11.00,1.00,55.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,DF
255,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,33,Sunderland,Denver Hume,19888.00,6.60,90.00,0.00,0.00,1.00,0.00,0.00,0.00,38.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,Rochdale 11/02/2020,DF
256,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,MID
257,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,MID
258,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,MID
259,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,MID
260,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,MID
261,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,MID
262,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,MID
263,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,MID
264,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,MID
265,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,MID
266,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,MID
267,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,MID
268,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,14,Sunderland,Duncan Watmore,19913.00,7.00,12.00,0.00,0.00,,0.00,1.00,0.00,5.00,2.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fleetwood Town 25/02/2020,MID
269,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,14,Sunderland,Duncan Watmore,19913.00,6.50,9.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Bristol Rovers 22/02/2020,MID
270,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,MID
271,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,14,Sunderland,Duncan Watmore,19913.00,6.60,62.00,0.00,0.00,,0.00,0.00,0.00,10.00,2.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Wycombe 19/10/2019,MID
