,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
83,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,DF
84,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,DF
85,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,DF
86,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,DF
87,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,DF
88,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,DF
89,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,DF
90,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,DF
91,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Bailey Wright,19266.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,DF
92,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,26,Sunderland,Bailey Wright,19266.00,7.00,90.00,2.00,0.00,,0.00,0.00,0.00,11.00,0.00,55.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,Tranmere Rovers 29/01/2020,DF
93,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,26,Sunderland,Bailey Wright,19266.00,6.40,90.00,0.00,0.00,,0.00,0.00,0.00,12.00,0.00,38.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,Portsmouth 01/02/2020,DF
94,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,26,Sunderland,Bailey Wright,19266.00,7.00,90.00,1.00,0.00,,0.00,0.00,0.00,17.00,0.00,60.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,DF
95,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,26,Sunderland,Bailey Wright,19266.00,7.40,90.00,1.00,0.00,,0.00,0.00,0.00,46.00,0.00,93.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Rochdale 11/02/2020,DF
96,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,ATT
97,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,ATT
98,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,ATT
99,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,ATT
100,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,ATT
101,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,ATT
102,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,ATT
103,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,ATT
104,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,ATT
105,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,ATT
106,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,ATT
107,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,ATT
108,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,ATT
109,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,ATT
110,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,ATT
111,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,ATT
112,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,31,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tranmere Rovers 22/10/2019,ATT
113,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,31,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,6.50,8.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Shrewsbury 26/10/2019,ATT
114,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,ATT
115,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,31,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,7.40,8.00,1.00,1.00,,0.00,0.00,1.00,2.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Coventry City 23/11/2019,ATT
116,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,31,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,6.40,10.00,0.00,0.00,,0.00,0.00,0.00,2.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Burton Albion 26/11/2019,ATT
117,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,ATT
118,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,ATT
119,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,ATT
120,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,ATT
121,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,ATT
122,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,ATT
123,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,ATT
124,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,ATT
125,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 01/02/2020,ATT
126,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 08/02/2020,ATT
127,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,,Sunderland,Benjamin Mbunga-Kimpioka,19906.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 11/02/2020,ATT
128,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,ATT
129,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,9,Sunderland,Charlie Wyke,19918.00,6.40,41.00,1.00,0.00,,0.00,0.00,0.00,9.00,0.00,69.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,Portsmouth 17/08/2019,ATT
130,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,9,Sunderland,Charlie Wyke,19918.00,7.40,90.00,2.00,2.00,,0.00,0.00,1.00,12.00,1.00,50.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,Rochdale 20/08/2019,ATT
131,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,9,Sunderland,Charlie Wyke,19918.00,7.00,90.00,3.00,1.00,,0.00,0.00,0.00,12.00,2.00,70.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,AFC Wimbledon 24/08/2019,ATT
132,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,9,Sunderland,Charlie Wyke,19918.00,6.50,77.00,1.00,0.00,,0.00,0.00,0.00,7.00,1.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,1.00,2.00,0.00,P'borough Utd 31/08/2019,ATT
133,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,ATT
134,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,9,Sunderland,Charlie Wyke,19918.00,6.70,30.00,1.00,1.00,,0.00,0.00,0.00,2.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Rotherham Utd 17/09/2019,ATT
135,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,9,Sunderland,Charlie Wyke,19918.00,6.60,24.00,0.00,0.00,,0.00,0.00,0.00,2.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Bolton 21/09/2019,ATT
136,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,9,Sunderland,Charlie Wyke,19918.00,7.10,81.00,1.00,1.00,,0.00,1.00,0.00,18.00,2.00,81.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3.00,1.00,0.00,0.00,0.00,MK Dons 28/09/2019,ATT
137,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,9,Sunderland,Charlie Wyke,19918.00,6.70,90.00,1.00,0.00,,0.00,0.00,0.00,17.00,0.00,81.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,1.00,0.00,Lincoln City 05/10/2019,ATT
138,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,9,Sunderland,Charlie Wyke,19918.00,6.70,28.00,1.00,0.00,,0.00,0.00,0.00,9.00,1.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,Gillingham 07/12/2019,ATT
139,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,9,Sunderland,Charlie Wyke,19918.00,6.60,77.00,1.00,1.00,,0.00,0.00,0.00,8.00,1.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,MK Dons 18/01/2020,ATT
140,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,9,Sunderland,Charlie Wyke,19918.00,6.30,90.00,0.00,0.00,1.00,0.00,0.00,0.00,8.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,Fleetwood Town 25/02/2020,ATT
141,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,9,Sunderland,Charlie Wyke,19918.00,7.50,86.00,3.00,1.00,,0.00,0.00,1.00,10.00,1.00,55.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,Bristol Rovers 22/02/2020,ATT
142,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,9,Sunderland,Charlie Wyke,19918.00,6.70,90.00,1.00,0.00,,0.00,0.00,0.00,17.00,0.00,77.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,Oxford United 15/02/2020,ATT
143,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,9,Sunderland,Charlie Wyke,19918.00,6.70,45.00,1.00,0.00,,0.00,0.00,0.00,12.00,1.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,Wycombe 19/10/2019,ATT
144,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,ATT
145,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,ATT
146,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,ATT
147,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,ATT
148,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Charlie Wyke,19918.00,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,ATT
149,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,9,Sunderland,Charlie Wyke,19918.00,7.50,78.00,4.00,1.00,,0.00,0.00,1.00,12.00,0.00,75.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Blackpool 14/12/2019,ATT
150,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,9,Sunderland,Charlie Wyke,19918.00,7.00,90.00,2.00,1.00,,0.00,0.00,0.00,15.00,2.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,Bolton 26/12/2019,ATT
151,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,9,Sunderland,Charlie Wyke,19918.00,7.00,90.00,3.00,1.00,,0.00,0.00,0.00,13.00,1.00,76.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,Fleetwood Town 01/01/2020,ATT
152,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,9,Sunderland,Charlie Wyke,19918.00,6.70,90.00,4.00,1.00,1.00,0.00,0.00,0.00,22.00,1.00,62.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,7.00,0.00,0.00,0.00,Doncaster 29/12/2019,ATT
153,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,9,Sunderland,Charlie Wyke,19918.00,6.90,90.00,2.00,1.00,,0.00,0.00,0.00,16.00,0.00,66.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,Lincoln City 04/01/2020,ATT
154,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,9,Sunderland,Charlie Wyke,19918.00,7.50,90.00,4.00,1.00,1.00,0.00,0.00,1.00,16.00,3.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,0.00,0.00,0.00,Wycombe 11/01/2020,ATT
155,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,9,Sunderland,Charlie Wyke,19918.00,6.80,72.00,1.00,0.00,,0.00,0.00,0.00,12.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,Doncaster 24/01/2020,ATT
156,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,9,Sunderland,Charlie Wyke,19918.00,6.90,90.00,1.00,1.00,,0.00,0.00,1.00,13.00,0.00,61.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,4.00,0.00,0.00,0.00,Tranmere Rovers 29/01/2020,ATT
157,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,9,Sunderland,Charlie Wyke,19918.00,6.50,45.00,1.00,1.00,,0.00,0.00,0.00,5.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Portsmouth 01/02/2020,ATT
158,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,9,Sunderland,Charlie Wyke,19918.00,6.70,90.00,1.00,1.00,2.00,0.00,0.00,0.00,18.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,ATT
159,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,9,Sunderland,Charlie Wyke,19918.00,6.60,85.00,1.00,0.00,,0.00,0.00,0.00,12.00,1.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Rochdale 11/02/2020,ATT
