,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
641,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,10,Sunderland,Marc McNulty,44853,6.2,49,0,0,,0,0,0,5,0,83,0,0,0,0,0,0,0,0,0,2,0,0,0,Portsmouth 17/08/2019,ATT
642,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,ATT
643,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,ATT
644,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,10,Sunderland,Marc McNulty,44853,6.4,74,2,1,,0,0,0,10,0,62,0,0,0,0,0,2,1,0,0,2,0,0,0,P'borough Utd 31/08/2019,ATT
645,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,10,Sunderland,Marc McNulty,44853,7.3,82,3,1,,0,0,1,14,0,87,0,0,0,0,0,0,0,0,2,1,0,0,0,Acc'ton Stanley 14/09/2019,ATT
646,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,10,Sunderland,Marc McNulty,44853,7.4,60,1,1,,0,0,1,11,2,73,0,0,0,0,0,1,1,0,0,2,0,0,0,Rotherham Utd 17/09/2019,ATT
647,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,ATT
648,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,ATT
649,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,10,Sunderland,Marc McNulty,44853,6.5,36,0,0,,0,0,0,11,0,91,0,0,0,0,0,0,0,0,1,0,0,0,0,Lincoln City 05/10/2019,ATT
650,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,10,Sunderland,Marc McNulty,44853,6.6,62,1,0,,0,0,0,8,0,42,1,0,0,0,0,0,0,0,2,1,0,0,0,Gillingham 07/12/2019,ATT
651,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,ATT
652,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,ATT
653,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,ATT
654,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,ATT
655,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,10,Sunderland,Marc McNulty,44853,6.5,20,0,0,,0,0,0,3,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,Wycombe 19/10/2019,ATT
656,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,10,Sunderland,Marc McNulty,44853,7.1,36,2,0,,0,1,0,7,2,77,0,0,0,0,0,1,1,0,0,0,0,0,0,Tranmere Rovers 22/10/2019,ATT
657,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,10,Sunderland,Marc McNulty,44853,6.5,30,0,0,,0,0,0,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,Shrewsbury 26/10/2019,ATT
658,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,10,Sunderland,Marc McNulty,44853,6.4,12,0,0,,0,0,0,1,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,Southend United 02/11/2019,ATT
659,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,ATT
660,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,ATT
661,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,ATT
662,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,10,Sunderland,Marc McNulty,44853,6.7,11,1,1,,0,0,0,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Bolton 26/12/2019,ATT
663,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,10,Sunderland,Marc McNulty,44853,6.7,12,1,0,,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Fleetwood Town 01/01/2020,ATT
664,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,ATT
665,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,ATT
666,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,10,Sunderland,Marc McNulty,44853,6.5,9,0,0,,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Wycombe 11/01/2020,ATT
667,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,ATT
668,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,ATT
669,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 01/02/2020,ATT
670,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 08/02/2020,ATT
671,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,,Sunderland,Marc McNulty,44853,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 11/02/2020,ATT
672,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Max Power,19912,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,MID
673,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,6,Sunderland,Max Power,19912,6.1,90,1,0,,0,0,0,29,0,74,0,0,1,0,0,0,0,2,1,2,0,0,0,Portsmouth 17/08/2019,MID
674,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,6,Sunderland,Max Power,19912,6.7,65,0,0,,0,0,0,20,0,80,1,0,1,0,0,0,0,0,2,1,0,0,0,Rochdale 20/08/2019,MID
675,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,6,Sunderland,Max Power,19912,6.5,67,0,0,,0,0,0,43,0,82,0,0,0,0,0,1,1,1,0,1,0,1,0,AFC Wimbledon 24/08/2019,MID
676,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,6,Sunderland,Max Power,19912,6.3,90,2,0,,0,0,0,37,0,82,0,0,0,0,0,0,0,0,1,4,0,1,0,P'borough Utd 31/08/2019,MID
677,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Max Power,19912,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,MID
678,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Max Power,19912,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,MID
679,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,6,Sunderland,Max Power,19912,6.7,16,0,0,,0,0,0,11,1,84,0,0,0,0,0,0,0,0,0,2,0,1,0,Bolton 21/09/2019,MID
680,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,6,Sunderland,Max Power,19912,7.4,90,6,2,,0,0,1,42,0,85,1,0,1,0,0,1,1,1,0,0,0,1,0,MK Dons 28/09/2019,MID
681,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,6,Sunderland,Max Power,19912,6.2,90,3,0,,0,0,0,35,0,81,1,0,0,0,0,0,0,1,0,0,0,0,0,Lincoln City 05/10/2019,MID
682,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Max Power,19912,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,MID
683,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,6,Sunderland,Max Power,19912,6.9,90,0,0,,0,1,0,30,2,83,3,2,2,0,0,0,0,4,1,1,0,0,0,MK Dons 18/01/2020,MID
684,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,6,Sunderland,Max Power,19912,7.6,90,3,2,,0,0,1,45,0,76,2,0,3,0,0,0,0,0,2,1,0,1,0,Fleetwood Town 25/02/2020,MID
685,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,6,Sunderland,Max Power,19912,7,90,1,0,,0,0,0,55,1,87,1,0,2,0,0,1,0,0,1,2,0,0,0,Bristol Rovers 22/02/2020,MID
686,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,6,Sunderland,Max Power,19912,7,90,0,0,,0,0,0,18,1,75,1,1,2,0,0,0,0,0,1,1,0,0,0,Oxford United 15/02/2020,MID
687,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,6,Sunderland,Max Power,19912,7.2,90,0,0,,0,0,0,25,1,69,4,0,2,0,0,0,0,0,0,1,0,0,0,Wycombe 19/10/2019,MID
688,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,6,Sunderland,Max Power,19912,6.6,90,0,0,,0,0,0,40,1,88,0,0,0,0,0,1,1,0,0,0,0,0,0,Tranmere Rovers 22/10/2019,MID
689,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,6,Sunderland,Max Power,19912,7.3,90,2,1,,0,0,0,66,0,85,2,0,1,0,0,0,0,1,0,0,0,0,0,Shrewsbury 26/10/2019,MID
690,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,6,Sunderland,Max Power,19912,6.9,90,0,0,,0,0,0,37,1,92,0,1,1,0,0,0,0,0,0,2,0,0,0,Southend United 02/11/2019,MID
691,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,6,Sunderland,Max Power,19912,6.6,66,0,0,,0,0,0,32,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,Coventry City 23/11/2019,MID
692,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,6,Sunderland,Max Power,19912,6.9,90,1,0,,0,0,0,59,0,80,2,0,3,0,0,1,1,0,2,3,0,1,0,Burton Albion 26/11/2019,MID
693,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,6,Sunderland,Max Power,19912,6.7,90,0,0,,0,0,0,45,2,84,1,0,1,0,0,0,0,0,2,1,0,0,0,Blackpool 14/12/2019,MID
694,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,6,Sunderland,Max Power,19912,7.1,90,2,0,,0,0,0,49,0,79,2,0,1,0,0,0,0,1,2,0,0,0,0,Bolton 26/12/2019,MID
695,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,6,Sunderland,Max Power,19912,7.2,90,0,0,,0,0,0,46,2,88,0,1,0,0,0,0,0,0,0,1,0,0,0,Fleetwood Town 01/01/2020,MID
696,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,6,Sunderland,Max Power,19912,6.4,90,0,0,,0,0,0,32,1,76,0,0,0,0,0,0,0,1,0,0,0,0,0,Doncaster 29/12/2019,MID
697,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,6,Sunderland,Max Power,19912,7.4,90,2,0,,0,0,0,63,1,90,3,0,1,0,0,2,1,1,1,1,0,0,0,Lincoln City 04/01/2020,MID
698,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,6,Sunderland,Max Power,19912,6.7,90,0,0,,0,0,0,29,0,82,0,1,2,0,0,0,0,1,1,1,0,0,0,Wycombe 11/01/2020,MID
699,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,6,Sunderland,Max Power,19912,6.4,90,3,0,,0,0,0,49,0,79,0,0,1,0,0,1,1,2,1,1,0,0,0,Doncaster 24/01/2020,MID
700,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,6,Sunderland,Max Power,19912,7,90,0,0,,0,0,0,20,0,64,3,1,0,0,0,0,0,0,1,0,0,0,0,Tranmere Rovers 29/01/2020,MID
701,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,6,Sunderland,Max Power,19912,6.3,90,0,0,,0,0,0,26,1,78,0,0,2,0,0,0,0,2,0,2,0,0,0,Portsmouth 01/02/2020,MID
702,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,6,Sunderland,Max Power,19912,6.6,90,3,1,,0,0,0,23,0,69,1,0,0,0,0,1,1,3,0,0,0,0,0,Ipswich Town 08/02/2020,MID
703,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,6,Sunderland,Max Power,19912,7.1,90,1,0,,0,0,0,53,0,96,1,0,1,0,0,0,0,0,1,0,0,0,0,Rochdale 11/02/2020,MID
704,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,12,Sunderland,Tom Flanagan,19887,6.8,90,0,0,,0,0,0,10,0,50,0,1,2,0,0,1,1,0,1,2,0,0,0,Ipswich Town 10/08/2019,DF
705,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,DF
706,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,DF
707,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,DF
708,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,12,Sunderland,Tom Flanagan,19887,6.3,16,0,0,,0,0,0,5,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,P'borough Utd 31/08/2019,DF
709,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,DF
710,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,DF
711,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,12,Sunderland,Tom Flanagan,19887,7,90,3,0,,0,0,0,49,0,77,0,0,1,0,0,0,0,0,0,2,0,1,0,Bolton 21/09/2019,DF
712,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,DF
713,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,DF
714,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,12,Sunderland,Tom Flanagan,19887,6.9,90,0,0,,0,0,0,22,0,57,1,0,4,0,0,0,0,0,0,3,0,1,0,Gillingham 07/12/2019,DF
715,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,DF
716,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,12,Sunderland,Tom Flanagan,19887,7,90,2,0,,0,0,0,63,0,76,1,0,1,0,0,1,0,0,4,2,0,0,0,Fleetwood Town 25/02/2020,DF
717,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,12,Sunderland,Tom Flanagan,19887,7.1,90,1,0,,0,0,0,36,0,70,2,0,0,0,0,0,0,0,5,1,0,0,0,Bristol Rovers 22/02/2020,DF
718,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,12,Sunderland,Tom Flanagan,19887,7.4,90,1,0,,0,0,0,16,0,72,1,2,3,0,0,0,0,1,0,1,0,0,0,Oxford United 15/02/2020,DF
719,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,DF
720,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,DF
721,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,DF
722,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,DF
723,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,12,Sunderland,Tom Flanagan,19887,6.4,22,0,0,,0,0,0,8,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,Coventry City 23/11/2019,DF
724,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,DF
725,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,12,Sunderland,Tom Flanagan,19887,6.8,90,0,0,1,0,0,0,37,0,74,0,0,3,0,0,1,1,0,0,0,0,1,0,Blackpool 14/12/2019,DF
726,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,12,Sunderland,Tom Flanagan,19887,7.3,73,1,0,,0,0,0,22,0,78,5,0,2,0,0,0,0,0,0,2,0,1,0,Bolton 26/12/2019,DF
727,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,DF
728,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Tom Flanagan,19887,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,DF
